service,modifier,location,language,page_type,focus_keyword,suggested_slug,title_tag,meta_description,parent_page,sibling_link_targets,cross_service_target,monthly_volume,keyword_difficulty,intent,priority_tier,notes,evidence_sources,evidence_count,backbone_status,publish_recommendation
SEO,b2b,Bonn,de,geo-industry,seo b2b bonn,/seo/bonn/b2b/,Seo B2b Bonn | NEO THE AGENCY,"NEO THE AGENCY bietet seo b2b bonn fuer Unternehmen in Bonn. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/bonn/,/seo/muenster/ | /seo/moenchengladbach/ | /seo/gelsenkirchen/,/google-ads/bonn/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,b2b,Gelsenkirchen,de,geo-industry,seo b2b gelsenkirchen,/seo/gelsenkirchen/b2b/,Seo B2b Gelsenkirchen | NEO THE AGENCY,"NEO THE AGENCY bietet seo b2b gelsenkirchen fuer Unternehmen in Gelsenkirchen. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/gelsenkirchen/,/seo/bonn/ | /seo/muenster/ | /seo/moenchengladbach/,/google-ads/gelsenkirchen/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,b2b,Hagen,de,geo-industry,seo b2b hagen,/seo/hagen/b2b/,Seo B2b Hagen | NEO THE AGENCY,"NEO THE AGENCY bietet seo b2b hagen fuer Unternehmen in Hagen. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/hagen/,/seo/bonn/ | /seo/muenster/ | /seo/moenchengladbach/,/google-ads/hagen/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,b2b,Hamm,de,geo-industry,seo b2b hamm,/seo/hamm/b2b/,Seo B2b Hamm | NEO THE AGENCY,"NEO THE AGENCY bietet seo b2b hamm fuer Unternehmen in Hamm. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/hamm/,/seo/bonn/ | /seo/muenster/ | /seo/moenchengladbach/,/google-ads/hamm/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,b2b,Oberhausen,de,geo-industry,seo b2b oberhausen,/seo/oberhausen/b2b/,Seo B2b Oberhausen | NEO THE AGENCY,"NEO THE AGENCY bietet seo b2b oberhausen fuer Unternehmen in Oberhausen. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/oberhausen/,/seo/bonn/ | /seo/muenster/ | /seo/moenchengladbach/,/google-ads/oberhausen/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,beratung,Bonn,de,geo-modifier,seo beratung bonn,/seo/bonn/beratung/,Seo Beratung Bonn | NEO THE AGENCY,"NEO THE AGENCY bietet seo beratung bonn fuer Unternehmen in Bonn. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/bonn/,/seo/muenster/ | /seo/moenchengladbach/ | /seo/gelsenkirchen/,/google-ads/bonn/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,beratung,Gelsenkirchen,de,geo-modifier,seo beratung gelsenkirchen,/seo/gelsenkirchen/beratung/,Seo Beratung Gelsenkirchen | NEO THE AGENCY,"NEO THE AGENCY bietet seo beratung gelsenkirchen fuer Unternehmen in Gelsenkirchen. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/gelsenkirchen/,/seo/bonn/ | /seo/muenster/ | /seo/moenchengladbach/,/google-ads/gelsenkirchen/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,beratung,Hagen,de,geo-modifier,seo beratung hagen,/seo/hagen/beratung/,Seo Beratung Hagen | NEO THE AGENCY,"NEO THE AGENCY bietet seo beratung hagen fuer Unternehmen in Hagen. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/hagen/,/seo/bonn/ | /seo/muenster/ | /seo/moenchengladbach/,/google-ads/hagen/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,beratung,Hamm,de,geo-modifier,seo beratung hamm,/seo/hamm/beratung/,Seo Beratung Hamm | NEO THE AGENCY,"NEO THE AGENCY bietet seo beratung hamm fuer Unternehmen in Hamm. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/hamm/,/seo/bonn/ | /seo/muenster/ | /seo/moenchengladbach/,/google-ads/hamm/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
SEO,beratung,Oberhausen,de,geo-modifier,seo beratung oberhausen,/seo/oberhausen/beratung/,Seo Beratung Oberhausen | NEO THE AGENCY,"NEO THE AGENCY bietet seo beratung oberhausen fuer Unternehmen in Oberhausen. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/oberhausen/,/seo/bonn/ | /seo/muenster/ | /seo/moenchengladbach/,/google-ads/oberhausen/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Webdesign,agentur,Bonn,de,geo,webdesign agentur bonn,/webdesign/bonn/,Webdesign Agentur Bonn | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign agentur bonn fuer Unternehmen in Bonn. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/webdesign/muenster/ | /webdesign/moenchengladbach/ | /webdesign/gelsenkirchen/,/seo/bonn/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Backbone Pattern,2,public-expansion,research-only
Webdesign,agentur,Gelsenkirchen,de,geo,webdesign agentur gelsenkirchen,/webdesign/gelsenkirchen/,Webdesign Agentur Gelsenkirchen | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign agentur gelsenkirchen fuer Unternehmen in Gelsenkirchen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/webdesign/bonn/ | /webdesign/muenster/ | /webdesign/moenchengladbach/,/seo/gelsenkirchen/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Webdesign,agentur,Hagen,de,geo,webdesign agentur hagen,/webdesign/hagen/,Webdesign Agentur Hagen | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign agentur hagen fuer Unternehmen in Hagen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/webdesign/bonn/ | /webdesign/muenster/ | /webdesign/moenchengladbach/,/seo/hagen/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Webdesign,agentur,Hamm,de,geo,webdesign agentur hamm,/webdesign/hamm/,Webdesign Agentur Hamm | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign agentur hamm fuer Unternehmen in Hamm. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/webdesign/bonn/ | /webdesign/muenster/ | /webdesign/moenchengladbach/,/seo/hamm/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Webdesign,agentur,Moenchengladbach,de,geo,webdesign agentur monchengladbach,/webdesign/moenchengladbach/,Webdesign Agentur Monchengladbach | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign agentur monchengladbach fuer Unternehmen in Moenchengladbach. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/webdesign/bonn/ | /webdesign/muenster/ | /webdesign/gelsenkirchen/,/seo/moenchengladbach/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
Webdesign,agentur,Muenster,de,geo,webdesign agentur munster,/webdesign/muenster/,Webdesign Agentur Munster | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign agentur munster fuer Unternehmen in Muenster. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/webdesign/bonn/ | /webdesign/moenchengladbach/ | /webdesign/gelsenkirchen/,/seo/muenster/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest,2,public-expansion,research-only
Webdesign,agentur,Oberhausen,de,geo,webdesign agentur oberhausen,/webdesign/oberhausen/,Webdesign Agentur Oberhausen | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign agentur oberhausen fuer Unternehmen in Oberhausen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/,/webdesign/bonn/ | /webdesign/muenster/ | /webdesign/moenchengladbach/,/seo/oberhausen/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Backbone Pattern,2,public-expansion,research-only
Webdesign,b2b,Bonn,de,geo-industry,webdesign b2b bonn,/webdesign/bonn/b2b/,Webdesign B2b Bonn | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign b2b bonn fuer Unternehmen in Bonn. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/bonn/,/webdesign/muenster/ | /webdesign/moenchengladbach/ | /webdesign/gelsenkirchen/,/seo/bonn/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Webdesign,b2b,Gelsenkirchen,de,geo-industry,webdesign b2b gelsenkirchen,/webdesign/gelsenkirchen/b2b/,Webdesign B2b Gelsenkirchen | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign b2b gelsenkirchen fuer Unternehmen in Gelsenkirchen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/gelsenkirchen/,/webdesign/bonn/ | /webdesign/muenster/ | /webdesign/moenchengladbach/,/seo/gelsenkirchen/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Webdesign,b2b,Hagen,de,geo-industry,webdesign b2b hagen,/webdesign/hagen/b2b/,Webdesign B2b Hagen | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign b2b hagen fuer Unternehmen in Hagen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/hagen/,/webdesign/bonn/ | /webdesign/muenster/ | /webdesign/moenchengladbach/,/seo/hagen/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Webdesign,b2b,Hamm,de,geo-industry,webdesign b2b hamm,/webdesign/hamm/b2b/,Webdesign B2b Hamm | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign b2b hamm fuer Unternehmen in Hamm. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/hamm/,/webdesign/bonn/ | /webdesign/muenster/ | /webdesign/moenchengladbach/,/seo/hamm/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Webdesign,b2b,Oberhausen,de,geo-industry,webdesign b2b oberhausen,/webdesign/oberhausen/b2b/,Webdesign B2b Oberhausen | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign b2b oberhausen fuer Unternehmen in Oberhausen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/oberhausen/,/webdesign/bonn/ | /webdesign/muenster/ | /webdesign/moenchengladbach/,/seo/oberhausen/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Industry angle: b2b. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Webdesign,landingpage,Bonn,de,geo-modifier,webdesign landingpage bonn,/webdesign/bonn/landingpage/,Webdesign Landingpage Bonn | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign landingpage bonn fuer Unternehmen in Bonn. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/bonn/,/webdesign/muenster/ | /webdesign/moenchengladbach/ | /webdesign/gelsenkirchen/,/seo/bonn/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
Webdesign,landingpage,Gelsenkirchen,de,geo-modifier,webdesign landingpage gelsenkirchen,/webdesign/gelsenkirchen/landingpage/,Webdesign Landingpage Gelsenkirchen | NEO THE AGENCY,"NEO THE AGENCY bietet webdesign landingpage gelsenkirchen fuer Unternehmen in Gelsenkirchen. Strategie, Design und Entwicklung moderner Websites mit klarem Angebotsfokus und Conversion-Fuehrung.",/webdesign/gelsenkirchen/,/webdesign/bonn/ | /webdesign/muenster/ | /webdesign/moenchengladbach/,/seo/gelsenkirchen/,,,Commercial,Tier 3,Expanded from public suggestion sources using the Semrush backbone. Added via controlled backbone patterning to complete the 400-row opportunity set. Confidence: medium. Evidence count: 1. Publish recommendation: backlog-cluster.,Backbone Pattern,1,backbone-patterned,backlog-cluster
